id,code,original_code,description,unit,category,subcategory,work_type,rate,cellRate_reference,cellRate_rate,excelCellReference,sourceSheetName,keywords
DR_0552_Drainage,DR0552,1050,Wavin non entry inspection chamber Range 315; 300mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,365.83,Drainage!O1300,365.83,Drainage!A1300,Drainage,300mm|pipe|invert|depth
DR_0553_Drainage,DR0553,1051,Wavin non entry inspection chamber Range 315; 300mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,302.26,Drainage!O1301,302.26,Drainage!A1301,Drainage,300mm|pipe|invert|depth
DR_0554_Drainage,DR0554,1052,Wavin non entry inspection chamber Range 315; 300mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,338.03,Drainage!O1302,338.03,Drainage!A1302,Drainage,300mm|pipe|invert|depth
DR_0555_Drainage,DR0555,1053,Wavin non entry inspection chamber Range 315; 300mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,373.79,Drainage!O1303,373.79,Drainage!A1303,Drainage,300mm|pipe|invert|depth
DR_0556_Drainage,DR0556,1054,Wavin non entry inspection chamber Range 315; 300mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,409.56,Drainage!O1304,409.56,Drainage!A1304,Drainage,300mm|pipe|invert|depth
DR_0557_Drainage,DR0557,1055,Wavin non entry inspection chamber Range 315; 300mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,445.33,Drainage!O1305,445.33,Drainage!A1305,Drainage,300mm|pipe|invert|depth
DR_0558_Drainage,DR0558,1056,Wavin non entry inspection chamber Range 315; 300mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,481.1,Drainage!O1306,481.1,Drainage!A1306,Drainage,300mm|pipe|invert|depth
DR_0559_Drainage,DR0559,1049,Wavin/Hepworth non entry inspection chamber Range 450; 450mm dia; 100 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,544.94,Drainage!O1310,544.94,Drainage!A1310,Drainage,450mm|pipe|invert|depth
DR_0560_Drainage,DR0560,1050,Wavin/Hepworth non entry inspection chamber Range 450; 450mm dia; 100 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,591.03,Drainage!O1311,591.03,Drainage!A1311,Drainage,450mm|pipe|invert|depth
DR_0561_Drainage,DR0561,1051,Wavin/Hepworth non entry inspection chamber Range 450; 450mm dia; 100 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,637.11,Drainage!O1312,637.11,Drainage!A1312,Drainage,450mm|pipe|invert|depth
DR_0562_Drainage,DR0562,1052,Wavin/Hepworth non entry inspection chamber Range 450; 450mm dia; 100 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,683.2,Drainage!O1313,683.2,Drainage!A1313,Drainage,450mm|pipe|invert|depth
DR_0563_Drainage,DR0563,1053,Wavin/Hepworth non entry inspection chamber Range 450; 450mm dia; 100 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,729.29,Drainage!O1314,729.29,Drainage!A1314,Drainage,450mm|pipe|invert|depth
DR_0564_Drainage,DR0564,1054,Wavin/Hepworth non entry inspection chamber Range 450; 450mm dia; 100 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,775.37,Drainage!O1315,775.37,Drainage!A1315,Drainage,450mm|pipe|invert|depth
DR_0565_Drainage,DR0565,1055,Wavin/Hepworth non entry inspection chamber Range 450; 450mm dia; 100 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,821.46,Drainage!O1316,821.46,Drainage!A1316,Drainage,450mm|pipe|invert|depth
DR_0566_Drainage,DR0566,1056,Wavin/Hepworth non entry inspection chamber Range 450; 450mm dia; 100 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,Drainage Works,867.54,Drainage!O1317,867.54,Drainage!A1317,Drainage,450mm|pipe|invert|depth
DR_0567_Drainage,DR0567,1057,Wavin/Hepworth non entry inspection chamber Range 450; 450mm dia; 100 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,Drainage Works,913.63,Drainage!O1318,913.63,Drainage!A1318,Drainage,450mm|pipe|invert|depth
DR_0568_Drainage,DR0568,1058,Wavin/Hepworth non entry inspection chamber Range 450; 450mm dia; 100 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,Drainage Works,959.71,Drainage!O1319,959.71,Drainage!A1319,Drainage,450mm|pipe|invert|depth
DR_0569_Drainage,DR0569,1059,Wavin/Hepworth non entry inspection chamber Range 450; 450mm dia; 100 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,Drainage Works,1005.8,Drainage!O1320,1005.8,Drainage!A1320,Drainage,450mm|pipe|invert|depth
DR_0570_Drainage,DR0570,1062,Osma non entry inspection chamber; 500mm dia; 110 or 160 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,511.11,Drainage!O1325,511.11,Drainage!A1325,Drainage,500mm|pipe|invert|depth
DR_0571_Drainage,DR0571,1063,Osma non entry inspection chamber; 500mm dia; 110 or 160 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,570.73,Drainage!O1326,570.73,Drainage!A1326,Drainage,500mm|pipe|invert|depth
DR_0572_Drainage,DR0572,1064,Osma non entry inspection chamber; 500mm dia; 110 or 160 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,630.35,Drainage!O1327,630.35,Drainage!A1327,Drainage,500mm|pipe|invert|depth
DR_0573_Drainage,DR0573,1065,Osma non entry inspection chamber; 500mm dia; 110 or 160 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,689.97,Drainage!O1328,689.97,Drainage!A1328,Drainage,500mm|pipe|invert|depth
DR_0574_Drainage,DR0574,1066,Osma non entry inspection chamber; 500mm dia; 110 or 160 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,749.59,Drainage!O1329,749.59,Drainage!A1329,Drainage,500mm|pipe|invert|depth
DR_0575_Drainage,DR0575,1067,Osma non entry inspection chamber; 500mm dia; 110 or 160 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,809.21,Drainage!O1330,809.21,Drainage!A1330,Drainage,500mm|pipe|invert|depth
DR_0576_Drainage,DR0576,1068,Osma non entry inspection chamber; 500mm dia; 110 or 160 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,868.83,Drainage!O1331,868.83,Drainage!A1331,Drainage,500mm|pipe|invert|depth
DR_0577_Drainage,DR0577,1069,Osma non entry inspection chamber; 500mm dia; 110 or 160 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,Drainage Works,928.45,Drainage!O1332,928.45,Drainage!A1332,Drainage,500mm|pipe|invert|depth
DR_0578_Drainage,DR0578,1070,Osma non entry inspection chamber; 500mm dia; 110 or 160 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,Drainage Works,988.07,Drainage!O1333,988.07,Drainage!A1333,Drainage,500mm|pipe|invert|depth
DR_0579_Drainage,DR0579,1071,Osma non entry inspection chamber; 500mm dia; 110 or 160 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,Drainage Works,1047.69,Drainage!O1334,1047.69,Drainage!A1334,Drainage,500mm|pipe|invert|depth
DR_0580_Drainage,DR0580,1072,Osma non entry inspection chamber; 500mm dia; 110 or 160 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,Drainage Works,1107.32,Drainage!O1335,1107.32,Drainage!A1335,Drainage,500mm|pipe|invert|depth
DR_0581_Drainage,DR0581,1075,Wavin/Hepworth non entry inspection chamber Range 600; 600mm dia; 150 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,1061.71,Drainage!O1340,1061.71,Drainage!A1340,Drainage,600mm|pipe|invert|depth
DR_0582_Drainage,DR0582,1076,Wavin/Hepworth non entry inspection chamber Range 600; 600mm dia; 150 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,1121.33,Drainage!O1341,1121.33,Drainage!A1341,Drainage,600mm|pipe|invert|depth
DR_0583_Drainage,DR0583,1077,Wavin/Hepworth non entry inspection chamber Range 600; 600mm dia; 150 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,1180.95,Drainage!O1342,1180.95,Drainage!A1342,Drainage,600mm|pipe|invert|depth
DR_0584_Drainage,DR0584,1078,Wavin/Hepworth non entry inspection chamber Range 600; 600mm dia; 150 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,1240.57,Drainage!O1343,1240.57,Drainage!A1343,Drainage,600mm|pipe|invert|depth
DR_0585_Drainage,DR0585,1079,Wavin/Hepworth non entry inspection chamber Range 600; 600mm dia; 150 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,1300.19,Drainage!O1344,1300.19,Drainage!A1344,Drainage,600mm|pipe|invert|depth
DR_0586_Drainage,DR0586,1080,Wavin/Hepworth non entry inspection chamber Range 600; 600mm dia; 150 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,1359.81,Drainage!O1345,1359.81,Drainage!A1345,Drainage,600mm|pipe|invert|depth
DR_0587_Drainage,DR0587,1081,Wavin/Hepworth non entry inspection chamber Range 600; 600mm dia; 150 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,1419.43,Drainage!O1346,1419.43,Drainage!A1346,Drainage,600mm|pipe|invert|depth
DR_0588_Drainage,DR0588,1082,Wavin/Hepworth non entry inspection chamber Range 600; 600mm dia; 150 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,Drainage Works,1479.05,Drainage!O1347,1479.05,Drainage!A1347,Drainage,600mm|pipe|invert|depth
DR_0589_Drainage,DR0589,1083,Wavin/Hepworth non entry inspection chamber Range 600; 600mm dia; 150 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,Drainage Works,1538.68,Drainage!O1348,1538.68,Drainage!A1348,Drainage,600mm|pipe|invert|depth
DR_0590_Drainage,DR0590,1084,Wavin/Hepworth non entry inspection chamber Range 600; 600mm dia; 150 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,Drainage Works,1598.3,Drainage!O1349,1598.3,Drainage!A1349,Drainage,600mm|pipe|invert|depth
DR_0591_Drainage,DR0591,1085,Wavin/Hepworth non entry inspection chamber Range 600; 600mm dia; 150 main channel; (for use with UPVC/clay pipes); A15 C&F; depth to invert:-; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,Drainage Works,1657.92,Drainage!O1350,1657.92,Drainage!A1350,Drainage,600mm|pipe|invert|depth
DR_0592_Drainage,DR0592,1089,Brick manholes; 1B thick class B engineering bricks; size 1000 x 600; depth to invert; depth to invert: not exceeding 0.5 m,m,Drainage,Manholes,Drainage Works,794.53,Drainage!O1356,794.53,Drainage!A1356,Drainage,manhole|invert|depth
DR_0593_Drainage,DR0593,1090,Brick manholes; 1B thick class B engineering bricks; size 1000 x 600; depth to invert; depth to invert: 0.5 - 0.75 m,m,Drainage,Manholes,Drainage Works,988.62,Drainage!O1357,988.62,Drainage!A1357,Drainage,manhole|invert|depth
DR_0594_Drainage,DR0594,1091,Brick manholes; 1B thick class B engineering bricks; size 1000 x 600; depth to invert; depth to invert: 0.75 - 1 m,m,Drainage,Manholes,Drainage Works,1182.71,Drainage!O1358,1182.71,Drainage!A1358,Drainage,manhole|invert|depth
DR_0595_Drainage,DR0595,1092,Brick manholes; 1B thick class B engineering bricks; size 1000 x 600; depth to invert; depth to invert: 1 - 1.25 m,m,Drainage,Manholes,Drainage Works,1376.8,Drainage!O1359,1376.8,Drainage!A1359,Drainage,manhole|invert|depth
DR_0596_Drainage,DR0596,1093,Brick manholes; 1B thick class B engineering bricks; size 1000 x 600; depth to invert; depth to invert: 1.25 - 1.5 m,m,Drainage,Manholes,Drainage Works,1570.89,Drainage!O1360,1570.89,Drainage!A1360,Drainage,manhole|invert|depth
DR_0597_Drainage,DR0597,1094,Brick manholes; 1B thick class B engineering bricks; size 1000 x 600; depth to invert; depth to invert: 1.5 - 1.75 m,m,Drainage,Manholes,Drainage Works,1764.97,Drainage!O1361,1764.97,Drainage!A1361,Drainage,manhole|invert|depth
DR_0598_Drainage,DR0598,1095,Brick manholes; 1B thick class B engineering bricks; size 1000 x 600; depth to invert; depth to invert: 1.75 - 2 m,m,Drainage,Manholes,Drainage Works,1959.06,Drainage!O1362,1959.06,Drainage!A1362,Drainage,manhole|invert|depth
DR_0599_Drainage,DR0599,1096,Brick manholes; 1B thick class B engineering bricks; size 1000 x 600; depth to invert; depth to invert: 2 - 2.25 m,m,Drainage,Manholes,Drainage Works,2153.15,Drainage!O1363,2153.15,Drainage!A1363,Drainage,manhole|invert|depth
DR_0600_Drainage,DR0600,1097,Brick manholes; 1B thick class B engineering bricks; size 1000 x 600; depth to invert; depth to invert: 2.25 - 2.5 m,m,Drainage,Manholes,Drainage Works,2347.24,Drainage!O1364,2347.24,Drainage!A1364,Drainage,manhole|invert|depth
DR_0601_Drainage,DR0601,1098,Brick manholes; 1B thick class B engineering bricks; size 1000 x 600; depth to invert; depth to invert: 2.5 - 2.75 m,m,Drainage,Manholes,Drainage Works,2541.33,Drainage!O1365,2541.33,Drainage!A1365,Drainage,manhole|invert|depth
DR_0602_Drainage,DR0602,1099,Brick manholes; 1B thick class B engineering bricks; size 1000 x 600; depth to invert; depth to invert: 2.75 - 3 m,m,Drainage,Manholes,Drainage Works,2735.42,Drainage!O1366,2735.42,Drainage!A1366,Drainage,manhole|invert|depth
DR_0603_Drainage,DR0603,1100,Brick manholes; 1B thick class B engineering bricks; size 1250 x 750; depth to invert; depth to invert: not exceeding 0.5 m,m,Drainage,Manholes,Drainage Works,903.44,Drainage!O1368,903.44,Drainage!A1368,Drainage,manhole|invert|depth
DR_0604_Drainage,DR0604,1101,Brick manholes; 1B thick class B engineering bricks; size 1250 x 750; depth to invert; depth to invert: 0.5 - 0.75 m,m,Drainage,Manholes,Drainage Works,1130.56,Drainage!O1369,1130.56,Drainage!A1369,Drainage,manhole|invert|depth
DR_0605_Drainage,DR0605,1102,Brick manholes; 1B thick class B engineering bricks; size 1250 x 750; depth to invert; depth to invert: 0.75 - 1 m,m,Drainage,Manholes,Drainage Works,1357.69,Drainage!O1370,1357.69,Drainage!A1370,Drainage,manhole|invert|depth
DR_0606_Drainage,DR0606,1103,Brick manholes; 1B thick class B engineering bricks; size 1250 x 750; depth to invert; depth to invert: 1 - 1.25 m,m,Drainage,Manholes,Drainage Works,1584.81,Drainage!O1371,1584.81,Drainage!A1371,Drainage,manhole|invert|depth
DR_0607_Drainage,DR0607,1104,Brick manholes; 1B thick class B engineering bricks; size 1250 x 750; depth to invert; depth to invert: 1.25 - 1.5 m,m,Drainage,Manholes,Drainage Works,1811.94,Drainage!O1372,1811.94,Drainage!A1372,Drainage,manhole|invert|depth
DR_0608_Drainage,DR0608,1105,Brick manholes; 1B thick class B engineering bricks; size 1250 x 750; depth to invert; depth to invert: 1.5 - 1.75 m,m,Drainage,Manholes,Drainage Works,2039.06,Drainage!O1373,2039.06,Drainage!A1373,Drainage,manhole|invert|depth
DR_0609_Drainage,DR0609,1106,Brick manholes; 1B thick class B engineering bricks; size 1250 x 750; depth to invert; depth to invert: 1.75 - 2 m,m,Drainage,Manholes,Drainage Works,2266.19,Drainage!O1374,2266.19,Drainage!A1374,Drainage,manhole|invert|depth
DR_0610_Drainage,DR0610,1107,PC concrete rectangular manholes; 600 x 450; depth to invert; depth to invert: 0.5 - 0.75 m,m,Drainage,Manholes,Drainage Works,799.06,Drainage!O1376,799.06,Drainage!A1376,Drainage,manhole|invert|depth
DR_0611_Drainage,DR0611,1108,PC concrete rectangular manholes; 600 x 450; depth to invert; depth to invert: 0.75 - 1 m,m,Drainage,Manholes,Drainage Works,946.45,Drainage!O1377,946.45,Drainage!A1377,Drainage,manhole|invert|depth
DR_0612_Drainage,DR0612,1109,PC concrete rectangular manholes; 600 x 450; depth to invert; depth to invert: 1 - 1.25 m,m,Drainage,Manholes,Drainage Works,1093.84,Drainage!O1378,1093.84,Drainage!A1378,Drainage,manhole|invert|depth
DR_0613_Drainage,DR0613,1110,PC concrete rectangular manholes; 600 x 450; depth to invert; depth to invert: 1.25 - 1.5 m,m,Drainage,Manholes,Drainage Works,1241.23,Drainage!O1379,1241.23,Drainage!A1379,Drainage,manhole|invert|depth
